Entity1_id	Entity1_name	Entity1_type	Entity2_id	Entity2_name	Entity2_type
PA164743150	labetalol	Drug	PA419	UGT1A9	Gene
PA164743150	labetalol	Drug	PA420	UGT1A1	Gene
PA451644	thalidomide	Drug	PA142672156	CD3EAP	Gene
PA451644	thalidomide	Drug	PA145007789	SNORD68	Gene
PA451644	thalidomide	Drug	PA155	ERCC1	Gene
PA451644	thalidomide	Drug	PA162405070	SULT1C4	Gene
PA451644	thalidomide	Drug	PA18	NAT2	Gene
PA451644	thalidomide	Drug	PA183	GSTT1	Gene
PA451644	thalidomide	Drug	PA26503	CHST3	Gene
PA451644	thalidomide	Drug	PA27119	CYP4B1	Gene
PA451644	thalidomide	Drug	PA318	SLC10A2	Gene
PA451644	thalidomide	Drug	PA33557	PPARD	Gene
PA451644	thalidomide	Drug	PA34195	PPP1R13L	Gene
PA451644	thalidomide	Drug	PA34670	RPL13	Gene
PA451644	thalidomide	Drug	PA36067	SPG7	Gene
PA451644	thalidomide	Drug	PA37425	XRCC5	Gene
PA451644	thalidomide	Drug	PA58	ABCC6	Gene
PA451644	thalidomide	Drug	PA72	ATP7A	Gene
PA450398	methacholine chloride	Drug	PA34884	RUNX1	Gene
PA448320	allopurinol	Drug	PA26425	CFLAR	Gene
PA448320	allopurinol	Drug	PA33545	POU5F1	Gene
PA448320	allopurinol	Drug	PA33919	PSORS1C1	Gene
PA448320	allopurinol	Drug	PA33921	PSORS1C3	Gene
PA448320	allopurinol	Drug	PA35055	HLA-A	Gene
PA448320	allopurinol	Drug	PA35056	HLA-B	Gene
PA448320	allopurinol	Drug	PA35057	HLA-C	Gene
PA448320	allopurinol	Drug	PA35068	HLA-DQB1	Gene
PA448320	allopurinol	Drug	PA35072	HLA-DRB1	Gene
PA448320	allopurinol	Drug	PA37404	XDH	Gene
PA164712372	Angiotensin II Antagonists	Drug	PA139	ACE	Gene
PA164712372	Angiotensin II Antagonists	Drug	PA254	NOS3	Gene
PA164712372	Angiotensin II Antagonists	Drug	PA27118	CYP4A11	Gene
PA164712372	Angiotensin II Antagonists	Drug	PA37	ADRA2C	Gene
PA164712372	Angiotensin II Antagonists	Drug	PA38	ADRB1	Gene
PA164712372	Angiotensin II Antagonists	Drug	PA39	ADRB2	Gene
PA164712372	Angiotensin II Antagonists	Drug	PA43	AGTR1	Gene
PA10407	calcium channel blockers	Drug	PA139	ACE	Gene
PA10407	calcium channel blockers	Drug	PA212	KCNH2	Gene
PA10407	calcium channel blockers	Drug	PA83	CACNA1C	Gene
PA449685	flutamide	Drug	PA378	NR1I2	Gene
PA449092	colchicine	Drug	PA267	ABCB1	Gene
PA449092	colchicine	Drug	PA28469	G6PD	Gene
PA449415	doxycycline	Drug	PA156	ESR1	Gene
PA449415	doxycycline	Drug	PA267	ABCB1	Gene
PA449415	doxycycline	Drug	PA28469	G6PD	Gene
PA449415	doxycycline	Drug	PA378	NR1I2	Gene
PA10235	zoledronate	Drug	PA125	CYP2C8	Gene
PA10235	zoledronate	Drug	PA28075	FDPS	Gene
PA10235	zoledronate	Drug	PA281	PPARG	Gene
PA10235	zoledronate	Drug	PA30877	MMP2	Gene
PA10235	zoledronate	Drug	PA35041	COL1A1	Gene
PA10235	zoledronate	Drug	PA36085	SPP1	Gene
PA10235	zoledronate	Drug	PA36601	TNFRSF11A	Gene
PA10235	zoledronate	Drug	PA36602	TNFRSF11B	Gene
PA10235	zoledronate	Drug	PA37301	VDR	Gene
PA448039	acitretin	Drug	PA51	APOC1	Gene
PA448039	acitretin	Drug	PA55	APOE	Gene
PA449046	clomifene	Drug	PA34387	RHD	Gene
PA164744571	insulin recombinant	Drug	PA134915546	SLC30A8	Gene
PA164744571	insulin recombinant	Drug	PA28469	G6PD	Gene
PA164744571	insulin recombinant	Drug	PA306	SCNN1B	Gene
PA449900	hydrocodone	Drug	PA128	CYP2D6	Gene
PA449900	hydrocodone	Drug	PA31945	OPRM1	Gene
PA164768689	hydroxocobalamin	Drug	PA267	ABCB1	Gene
PA449470	epinephrine	Drug	PA24597	ADRA1D	Gene
PA449470	epinephrine	Drug	PA33	ADRA1B	Gene
PA449470	epinephrine	Drug	PA34	ADRA1A	Gene
PA449470	epinephrine	Drug	PA35	ADRA2A	Gene
PA449470	epinephrine	Drug	PA36	ADRA2B	Gene
PA449470	epinephrine	Drug	PA37	ADRA2C	Gene
PA449470	epinephrine	Drug	PA38	ADRB1	Gene
PA449470	epinephrine	Drug	PA39	ADRB2	Gene
PA450369	meperidine	Drug	PA123	CYP2B6	Gene
PA164746058	albendazole	Drug	PA27093	CYP1A2	Gene
PA448382	aminosalicylic acid	Drug	PA28469	G6PD	Gene
PA164746384	nalidixic acid	Drug	PA28469	G6PD	Gene
PA450640	nitrofurantoin	Drug	PA28469	G6PD	Gene
PA451539	sulfadiazine	Drug	PA28469	G6PD	Gene
PA164745513	demeclocycline	Drug	PA378	NR1I2	Gene
PA166114414	cotinine	Drug	PA121	CYP2A6	Gene
PA166114414	cotinine	Drug	PA361	UGT2B7	Gene
PA166114414	cotinine	Drug	PA37186	UGT2B10	Gene
PA166114414	cotinine	Drug	PA419	UGT1A9	Gene
PA166014703	etravirine	Drug	PA124	CYP2C19	Gene
PA448368	amiloride	Drug	PA305	SCNN1A	Gene
PA448368	amiloride	Drug	PA306	SCNN1B	Gene
PA448368	amiloride	Drug	PA307	SCNN1G	Gene
PA448368	amiloride	Drug	PA31534	NEDD4L	Gene
PA164744895	gliquidone	Drug	PA126	CYP2C9	Gene
PA164744895	gliquidone	Drug	PA217	KCNJ11	Gene
PA164744895	gliquidone	Drug	PA24395	ABCC8	Gene
PA166114961	dolutegravir	Drug	PA420	UGT1A1	Gene
PA449048	clomipramine	Drug	PA124	CYP2C19	Gene
PA449048	clomipramine	Drug	PA128	CYP2D6	Gene
PA449048	clomipramine	Drug	PA130	CYP3A4	Gene
PA449048	clomipramine	Drug	PA193	HTR2A	Gene
PA449048	clomipramine	Drug	PA267	ABCB1	Gene
PA449048	clomipramine	Drug	PA27093	CYP1A2	Gene
PA449048	clomipramine	Drug	PA28162	FKBP5	Gene
PA449048	clomipramine	Drug	PA29549	HTR1B	Gene
PA449048	clomipramine	Drug	PA312	SLC6A4	Gene
PA449088	codeine	Drug	PA128	CYP2D6	Gene
PA449088	codeine	Drug	PA130	CYP3A4	Gene
PA449088	codeine	Drug	PA131	CYP3A5	Gene
PA449088	codeine	Drug	PA134926902	CYP2D7P1	Gene
PA449088	codeine	Drug	PA267	ABCB1	Gene
PA449088	codeine	Drug	PA31945	OPRM1	Gene
PA449088	codeine	Drug	PA360	UGT2B4	Gene
PA449088	codeine	Drug	PA361	UGT2B7	Gene
PA152241907	lapatinib	Drug	PA130	CYP3A4	Gene
PA152241907	lapatinib	Drug	PA27844	ERBB2	Gene
PA152241907	lapatinib	Drug	PA35066	HLA-DQA1	Gene
PA152241907	lapatinib	Drug	PA35072	HLA-DRB1	Gene
PA152241907	lapatinib	Drug	PA7360	EGFR	Gene
PA152241907	lapatinib	Drug	PA75	CCND1	Gene
PA450039	interferon beta-1b	Drug	PA35066	HLA-DQA1	Gene
PA450084	irbesartan	Drug	PA126	CYP2C9	Gene
PA450084	irbesartan	Drug	PA134	CYP11B2	Gene
PA450084	irbesartan	Drug	PA139	ACE	Gene
PA450084	irbesartan	Drug	PA212	KCNH2	Gene
PA450084	irbesartan	Drug	PA27614	EDN1	Gene
PA450084	irbesartan	Drug	PA42	AGT	Gene
PA450084	irbesartan	Drug	PA43	AGTR1	Gene
PA450084	irbesartan	Drug	PA50	APOB	Gene
PA451974	ziprasidone	Drug	PA130	CYP3A4	Gene
PA451974	ziprasidone	Drug	PA134888452	SV2C	Gene
PA451974	ziprasidone	Drug	PA134947616	EIF2AK4	Gene
PA451974	ziprasidone	Drug	PA162396840	NALCN	Gene
PA451974	ziprasidone	Drug	PA194	HTR2C	Gene
PA451974	ziprasidone	Drug	PA212	KCNH2	Gene
PA451974	ziprasidone	Drug	PA26300	CDH4	Gene
PA451974	ziprasidone	Drug	PA26688	CNTN4	Gene
PA451974	ziprasidone	Drug	PA27114	CYP3A	Gene
PA451974	ziprasidone	Drug	PA27681	EHF	Gene
PA451974	ziprasidone	Drug	PA30498	LYN	Gene
PA451974	ziprasidone	Drug	PA34375	RGS4	Gene
PA451974	ziprasidone	Drug	PA427	CYP3A43	Gene
PA130232992	bevacizumab	Drug	PA145	DPYD	Gene
PA130232992	bevacizumab	Drug	PA162376896	ARMS2	Gene
PA130232992	bevacizumab	Drug	PA245	MTHFR	Gene
PA130232992	bevacizumab	Drug	PA24825	ANXA11	Gene
PA130232992	bevacizumab	Drug	PA25236	BAD	Gene
PA130232992	bevacizumab	Drug	PA25897	C3	Gene
PA130232992	bevacizumab	Drug	PA26711	COL18A1	Gene
PA130232992	bevacizumab	Drug	PA27809	EPAS1	Gene
PA130232992	bevacizumab	Drug	PA27833	EPO	Gene
PA130232992	bevacizumab	Drug	PA28180	FLT1	Gene
PA130232992	bevacizumab	Drug	PA28459	FZD4	Gene
PA130232992	bevacizumab	Drug	PA29261	CFH	Gene
PA130232992	bevacizumab	Drug	PA29841	IL8	Gene
PA130232992	bevacizumab	Drug	PA29843	CXCR2	Gene
PA130232992	bevacizumab	Drug	PA30621	MAPK14	Gene
PA130232992	bevacizumab	Drug	PA31791	YBX1	Gene
PA130232992	bevacizumab	Drug	PA327	SLC19A1	Gene
PA130232992	bevacizumab	Drug	PA33807	PROM1	Gene
PA130232992	bevacizumab	Drug	PA33829	HTRA1	Gene
PA130232992	bevacizumab	Drug	PA34376	RGS5	Gene
PA130232992	bevacizumab	Drug	PA35029	SERPING1	Gene
PA130232992	bevacizumab	Drug	PA35753	SHMT1	Gene
PA130232992	bevacizumab	Drug	PA37302	VEGFA	Gene
PA130232992	bevacizumab	Drug	PA37303	VEGFB	Gene
PA130232992	bevacizumab	Drug	PA37304	VEGFC	Gene
PA130232992	bevacizumab	Drug	PA420	UGT1A1	Gene
PA130232992	bevacizumab	Drug	PA432	GGH	Gene
PA162372840	sunitinib	Drug	PA130	CYP3A4	Gene
PA162372840	sunitinib	Drug	PA131	CYP3A5	Gene
PA162372840	sunitinib	Drug	PA254	NOS3	Gene
PA162372840	sunitinib	Drug	PA267	ABCB1	Gene
PA162372840	sunitinib	Drug	PA27092	CYP1A1	Gene
PA162372840	sunitinib	Drug	PA28180	FLT1	Gene
PA162372840	sunitinib	Drug	PA28181	FLT3	Gene
PA162372840	sunitinib	Drug	PA28183	FLT4	Gene
PA162372840	sunitinib	Drug	PA30086	KDR	Gene
PA162372840	sunitinib	Drug	PA33147	PDGFRA	Gene
PA162372840	sunitinib	Drug	PA34335	RET	Gene
PA162372840	sunitinib	Drug	PA34994	SCGB3A1	Gene
PA162372840	sunitinib	Drug	PA37302	VEGFA	Gene
PA162372840	sunitinib	Drug	PA390	ABCG2	Gene
PA451619	terfenadine	Drug	PA130	CYP3A4	Gene
PA451619	terfenadine	Drug	PA131	CYP3A5	Gene
PA451619	terfenadine	Drug	PA212	KCNH2	Gene
PA451619	terfenadine	Drug	PA267	ABCB1	Gene
PA451619	terfenadine	Drug	PA27112	CYP2J2	Gene
PA449503	estradiol	Drug	PA130	CYP3A4	Gene
PA449503	estradiol	Drug	PA131	CYP3A5	Gene
PA449503	estradiol	Drug	PA30612	MAP4K4	Gene
PA449503	estradiol	Drug	PA31588	NFE2L2	Gene
PA449503	estradiol	Drug	PA36400	TCL1A	Gene
PA449072	cocaine	Drug	PA130	CYP3A4	Gene
PA449072	cocaine	Drug	PA131	CYP3A5	Gene
PA449072	cocaine	Drug	PA25294	BCHE	Gene
PA449072	cocaine	Drug	PA26491	CHRNA5	Gene
PA449072	cocaine	Drug	PA26681	CNR1	Gene
PA449072	cocaine	Drug	PA27478	DRD2	Gene
PA449072	cocaine	Drug	PA29556	HTR3B	Gene
PA449072	cocaine	Drug	PA304	SCN5A	Gene
PA449072	cocaine	Drug	PA311	SLC6A3	Gene
PA450519	minocycline	Drug	PA378	NR1I2	Gene
PA127840611	troleandomycin	Drug	PA378	NR1I2	Gene
PA165971474	Belinostat	Drug	PA420	UGT1A1	Gene
PA450595	naproxen	Drug	PA126	CYP2C9	Gene
PA451949	zafirlukast	Drug	PA38453	CYSLTR1	Gene
PA451611	teniposide	Drug	PA124	CYP2C19	Gene
PA451611	teniposide	Drug	PA130	CYP3A4	Gene
PA451611	teniposide	Drug	PA267	ABCB1	Gene
PA451611	teniposide	Drug	PA27114	CYP3A	Gene
PA451611	teniposide	Drug	PA31852	NUP50	Gene
PA450164	lamotrigine	Drug	PA267	ABCB1	Gene
PA450164	lamotrigine	Drug	PA28489	GABRA1	Gene
PA450164	lamotrigine	Drug	PA28491	GABRA3	Gene
PA450164	lamotrigine	Drug	PA301	SCN1A	Gene
PA450164	lamotrigine	Drug	PA35004	SCN2A	Gene
PA450164	lamotrigine	Drug	PA35055	HLA-A	Gene
PA450164	lamotrigine	Drug	PA35056	HLA-B	Gene
PA450164	lamotrigine	Drug	PA35057	HLA-C	Gene
PA450164	lamotrigine	Drug	PA35068	HLA-DQB1	Gene
PA450164	lamotrigine	Drug	PA35072	HLA-DRB1	Gene
PA450164	lamotrigine	Drug	PA361	UGT2B7	Gene
PA450164	lamotrigine	Drug	PA37174	UGT1A10	Gene
PA450164	lamotrigine	Drug	PA37178	UGT1A3	Gene
PA450164	lamotrigine	Drug	PA37179	UGT1A4	Gene
PA450164	lamotrigine	Drug	PA37180	UGT1A5	Gene
PA450164	lamotrigine	Drug	PA37181	UGT1A6	Gene
PA450164	lamotrigine	Drug	PA37182	UGT1A7	Gene
PA450164	lamotrigine	Drug	PA37183	UGT1A8	Gene
PA450164	lamotrigine	Drug	PA419	UGT1A9	Gene
PA452615	moclobemide	Drug	PA124	CYP2C19	Gene
PA452615	moclobemide	Drug	PA193	HTR2A	Gene
PA451105	primidone	Drug	PA124	CYP2C19	Gene
PA449334	diltiazem	Drug	PA130	CYP3A4	Gene
PA449334	diltiazem	Drug	PA131	CYP3A5	Gene
PA449334	diltiazem	Drug	PA134896615	ZNF652	Gene
PA449334	diltiazem	Drug	PA134897916	C10orf107	Gene
PA449334	diltiazem	Drug	PA145148124	SH2B3	Gene
PA449334	diltiazem	Drug	PA245	MTHFR	Gene
PA449334	diltiazem	Drug	PA26551	CLCN6	Gene
PA449334	diltiazem	Drug	PA267	ABCB1	Gene
PA449334	diltiazem	Drug	PA26946	CSK	Gene
PA449334	diltiazem	Drug	PA28122	FGF5	Gene
PA449334	diltiazem	Drug	PA31534	NEDD4L	Gene
PA449334	diltiazem	Drug	PA33389	PLCD3	Gene
PA449334	diltiazem	Drug	PA38	ADRB1	Gene
PA143485705	antiepileptics	Drug	PA116	ABCC2	Gene
PA143485705	antiepileptics	Drug	PA126	CYP2C9	Gene
PA143485705	antiepileptics	Drug	PA139	ACE	Gene
PA143485705	antiepileptics	Drug	PA145148412	NANOGP6	Gene
PA143485705	antiepileptics	Drug	PA267	ABCB1	Gene
PA143485705	antiepileptics	Drug	PA26840	CPS1	Gene
PA143485705	antiepileptics	Drug	PA301	SCN1A	Gene
PA143485705	antiepileptics	Drug	PA31744	NQO1	Gene
PA143485705	antiepileptics	Drug	PA35004	SCN2A	Gene
PA143485705	antiepileptics	Drug	PA35056	HLA-B	Gene
PA143485705	antiepileptics	Drug	PA36017	SOD2	Gene
PA143485705	antiepileptics	Drug	PA38725	KCNT1	Gene
PA143485705	antiepileptics	Drug	PA390	ABCG2	Gene
PA143485705	antiepileptics	Drug	PA395	ABCC5	Gene
PA451512	streptomycin	Drug	PA129	CYP2E1	Gene
PA451512	streptomycin	Drug	PA18	NAT2	Gene
PA451512	streptomycin	Drug	PA182	GSTM1	Gene
PA451512	streptomycin	Drug	PA183	GSTT1	Gene
PA451512	streptomycin	Drug	PA28469	G6PD	Gene
PA164712720	Drugs used in nicotine dependence	Drug	PA113	CHRNA3	Gene
PA164712720	Drugs used in nicotine dependence	Drug	PA134872551	ANKK1	Gene
PA164712720	Drugs used in nicotine dependence	Drug	PA26491	CHRNA5	Gene
PA164712720	Drugs used in nicotine dependence	Drug	PA31945	OPRM1	Gene
PA449389	dofetilide	Drug	PA134888949	C18orf21	Gene
PA449389	dofetilide	Drug	PA212	KCNH2	Gene
PA164743137	permethrin	Drug	PA378	NR1I2	Gene
PA451566	sumatriptan	Drug	PA136	DBH	Gene
PA451566	sumatriptan	Drug	PA176	GNB3	Gene
PA451566	sumatriptan	Drug	PA193	HTR2A	Gene
PA451566	sumatriptan	Drug	PA27478	DRD2	Gene
PA451566	sumatriptan	Drug	PA31891	BDNF	Gene
PA451566	sumatriptan	Drug	PA31945	OPRM1	Gene
PA450037	interferon beta-1a	Drug	PA35066	HLA-DQA1	Gene
PA451106	probenecid	Drug	PA124	CYP2C19	Gene
PA451106	probenecid	Drug	PA267	ABCB1	Gene
PA451106	probenecid	Drug	PA28469	G6PD	Gene
PA451106	probenecid	Drug	PA32814	SLC22A13	Gene
PA451106	probenecid	Drug	PA38295	SLC22A11	Gene
PA451106	probenecid	Drug	PA38478	SLC22A12	Gene
PA451106	probenecid	Drug	PA388	SLC22A6	Gene
PA449661	flunisolide	Drug	PA36296	T	Gene
PA449661	flunisolide	Drug	PA38657	GLCCI1	Gene
PA164749431	gemtuzumab ozogamicin	Drug	PA129	CYP2E1	Gene
PA164749431	gemtuzumab ozogamicin	Drug	PA134865839	SLCO1B1	Gene
PA164749431	gemtuzumab ozogamicin	Drug	PA24570	ADH1A	Gene
PA164749431	gemtuzumab ozogamicin	Drug	PA27535	DUX1	Gene
PA164749431	gemtuzumab ozogamicin	Drug	PA36249	SULT2B1	Gene
PA164749431	gemtuzumab ozogamicin	Drug	PA38478	SLC22A12	Gene
PA449009	ciprofloxacin	Drug	PA28469	G6PD	Gene
PA151958574	posaconazole	Drug	PA130	CYP3A4	Gene
PA164778866	liothyronine	Drug	PA267	ABCB1	Gene
PA164778866	liothyronine	Drug	PA28162	FKBP5	Gene
PA164778866	liothyronine	Drug	PA29549	HTR1B	Gene
PA10389	non-selective monoamine reuptake inhibitors	Drug	PA304	SCN5A	Gene
PA165110729	rhodamine 123	Drug	PA267	ABCB1	Gene
PA450348	mefloquine	Drug	PA267	ABCB1	Gene
PA450348	mefloquine	Drug	PA28469	G6PD	Gene
PA164713162	Phenothiazine derivatives	Drug	PA267	ABCB1	Gene
PA448868	cefuroxime	Drug	PA378	NR1I2	Gene
PA451737	trandolapril	Drug	PA107	CES1	Gene
PA451737	trandolapril	Drug	PA180	GRK5	Gene
PA10772	sulfonamides	Drug	PA126	CYP2C9	Gene
PA166110256	bufuralol	Drug	PA128	CYP2D6	Gene
PA166115366	velaglucerase alfa	Drug	PA28591	GBA	Gene
PA166110255	lafutidine	Drug	PA124	CYP2C19	Gene
PA164776637	eculizumab	Drug	PA25897	C3	Gene
PA164776637	eculizumab	Drug	PA25911	C5	Gene
PA164776637	eculizumab	Drug	PA26855	CR1	Gene
PA165958349	trabectedin	Drug	PA116	ABCC2	Gene
PA165958349	trabectedin	Drug	PA267	ABCB1	Gene
PA166123047	3-cyano-7-ethoxycoumarin	Drug	PA124	CYP2C19	Gene
PA166124616	ceritinib	Drug	PA126	CYP2C9	Gene
PA166124616	ceritinib	Drug	PA130	CYP3A4	Gene
PA166124616	ceritinib	Drug	PA24719	ALK	Gene
PA166124616	ceritinib	Drug	PA267	ABCB1	Gene
PA166124616	ceritinib	Drug	PA27769	EML4	Gene
PA452629	zuclopenthixol	Drug	PA128	CYP2D6	Gene
PA134688071	atomoxetine	Drug	PA128	CYP2D6	Gene
PA134688071	atomoxetine	Drug	PA310	SLC6A2	Gene
PA450322	maprotiline	Drug	PA128	CYP2D6	Gene
PA450322	maprotiline	Drug	PA267	ABCB1	Gene
PA449710	fosinopril	Drug	PA139	ACE	Gene
PA449407	doxazosin	Drug	PA212	KCNH2	Gene
PA448780	captopril	Drug	PA139	ACE	Gene
PA448780	captopril	Drug	PA42	AGT	Gene
PA448780	captopril	Drug	PA425	ACE2	Gene
PA448780	captopril	Drug	PA43	AGTR1	Gene
PA131285527	oxaliplatin	Drug	PA116	ABCC2	Gene
PA131285527	oxaliplatin	Drug	PA121	CYP2A6	Gene
PA131285527	oxaliplatin	Drug	PA142671588	KLC3	Gene
PA131285527	oxaliplatin	Drug	PA145	DPYD	Gene
PA131285527	oxaliplatin	Drug	PA155	ERCC1	Gene
PA131285527	oxaliplatin	Drug	PA162398721	PARD3B	Gene
PA131285527	oxaliplatin	Drug	PA182	GSTM1	Gene
PA131285527	oxaliplatin	Drug	PA183	GSTT1	Gene
PA131285527	oxaliplatin	Drug	PA184	MSH6	Gene
PA131285527	oxaliplatin	Drug	PA244	ABCC1	Gene
PA131285527	oxaliplatin	Drug	PA245	MTHFR	Gene
PA131285527	oxaliplatin	Drug	PA24633	AGXT	Gene
PA131285527	oxaliplatin	Drug	PA254	NOS3	Gene
PA131285527	oxaliplatin	Drug	PA26551	CLCN6	Gene
PA131285527	oxaliplatin	Drug	PA267	ABCB1	Gene
PA131285527	oxaliplatin	Drug	PA26947	CSMD1	Gene
PA131285527	oxaliplatin	Drug	PA27848	ERCC2	Gene
PA131285527	oxaliplatin	Drug	PA28180	FLT1	Gene
PA131285527	oxaliplatin	Drug	PA28183	FLT4	Gene
PA131285527	oxaliplatin	Drug	PA28766	GNA13	Gene
PA131285527	oxaliplatin	Drug	PA29028	GSTP1	Gene
PA131285527	oxaliplatin	Drug	PA293	PTGS2	Gene
PA131285527	oxaliplatin	Drug	PA30086	KDR	Gene
PA131285527	oxaliplatin	Drug	PA31198	MT1A	Gene
PA131285527	oxaliplatin	Drug	PA31744	NQO1	Gene
PA131285527	oxaliplatin	Drug	PA33529	PON1	Gene
PA131285527	oxaliplatin	Drug	PA33807	PROM1	Gene
PA131285527	oxaliplatin	Drug	PA359	TYMS	Gene
PA131285527	oxaliplatin	Drug	PA36017	SOD2	Gene
PA131285527	oxaliplatin	Drug	PA36018	SOD3	Gene
PA131285527	oxaliplatin	Drug	PA369	XRCC1	Gene
PA131285527	oxaliplatin	Drug	PA37181	UGT1A6	Gene
PA131285527	oxaliplatin	Drug	PA37182	UGT1A7	Gene
PA131285527	oxaliplatin	Drug	PA37302	VEGFA	Gene
PA131285527	oxaliplatin	Drug	PA37422	XRCC3	Gene
PA131285527	oxaliplatin	Drug	PA390	ABCG2	Gene
PA131285527	oxaliplatin	Drug	PA395	ABCC5	Gene
PA131285527	oxaliplatin	Drug	PA420	UGT1A1	Gene
PA451866	venlafaxine	Drug	PA117	COMT	Gene
PA451866	venlafaxine	Drug	PA124	CYP2C19	Gene
PA451866	venlafaxine	Drug	PA126	CYP2C9	Gene
PA451866	venlafaxine	Drug	PA128	CYP2D6	Gene
PA451866	venlafaxine	Drug	PA128747823	TPH2	Gene
PA451866	venlafaxine	Drug	PA130	CYP3A4	Gene
PA451866	venlafaxine	Drug	PA193	HTR2A	Gene
PA451866	venlafaxine	Drug	PA267	ABCB1	Gene
PA451866	venlafaxine	Drug	PA27093	CYP1A2	Gene
PA451866	venlafaxine	Drug	PA27478	DRD2	Gene
PA451866	venlafaxine	Drug	PA28162	FKBP5	Gene
PA451866	venlafaxine	Drug	PA28494	GABRA6	Gene
PA451866	venlafaxine	Drug	PA28503	GABRP	Gene
PA451866	venlafaxine	Drug	PA28504	GABRQ	Gene
PA451866	venlafaxine	Drug	PA28968	GRIA3	Gene
PA451866	venlafaxine	Drug	PA28976	GRIK4	Gene
PA451866	venlafaxine	Drug	PA29549	HTR1B	Gene
PA451866	venlafaxine	Drug	PA30409	LMO3	Gene
PA451866	venlafaxine	Drug	PA310	SLC6A2	Gene
PA451866	venlafaxine	Drug	PA311	SLC6A3	Gene
PA451866	venlafaxine	Drug	PA312	SLC6A4	Gene
PA451866	venlafaxine	Drug	PA31945	OPRM1	Gene
PA451333	sertraline	Drug	PA124	CYP2C19	Gene
PA451333	sertraline	Drug	PA126	CYP2C9	Gene
PA451333	sertraline	Drug	PA128	CYP2D6	Gene
PA451333	sertraline	Drug	PA134882361	REEP5	Gene
PA451333	sertraline	Drug	PA192	HTR1A	Gene
PA451333	sertraline	Drug	PA24388	ABCB6	Gene
PA451333	sertraline	Drug	PA24408	ABCG1	Gene
PA451333	sertraline	Drug	PA267	ABCB1	Gene
PA451333	sertraline	Drug	PA312	SLC6A4	Gene
PA451333	sertraline	Drug	PA31891	BDNF	Gene
PA451333	sertraline	Drug	PA36124	SRP19	Gene
PA150595617	platinum	Drug	PA142671588	KLC3	Gene
PA150595617	platinum	Drug	PA142672156	CD3EAP	Gene
PA150595617	platinum	Drug	PA155	ERCC1	Gene
PA150595617	platinum	Drug	PA162406385	TMEM205	Gene
PA150595617	platinum	Drug	PA233	LRP1	Gene
PA150595617	platinum	Drug	PA24920	AQP2	Gene
PA150595617	platinum	Drug	PA24927	AQP9	Gene
PA150595617	platinum	Drug	PA267	ABCB1	Gene
PA150595617	platinum	Drug	PA27848	ERCC2	Gene
PA150595617	platinum	Drug	PA27851	ERCC5	Gene
PA150595617	platinum	Drug	PA33537	POU2F2	Gene
PA150595617	platinum	Drug	PA34195	PPP1R13L	Gene
PA150595617	platinum	Drug	PA369	XRCC1	Gene
PA449627	finasteride	Drug	PA130	CYP3A4	Gene
PA449627	finasteride	Drug	PA131	CYP3A5	Gene
PA450566	mycophenolate mofetil	Drug	PA107	CES1	Gene
PA450566	mycophenolate mofetil	Drug	PA116	ABCC2	Gene
PA450566	mycophenolate mofetil	Drug	PA125	CYP2C8	Gene
PA450566	mycophenolate mofetil	Drug	PA130	CYP3A4	Gene
PA450566	mycophenolate mofetil	Drug	PA131	CYP3A5	Gene
PA450566	mycophenolate mofetil	Drug	PA134865839	SLCO1B1	Gene
PA450566	mycophenolate mofetil	Drug	PA195	IL2	Gene
PA450566	mycophenolate mofetil	Drug	PA267	ABCB1	Gene
PA450566	mycophenolate mofetil	Drug	PA29564	HUS1	Gene
PA450566	mycophenolate mofetil	Drug	PA29778	IL10	Gene
PA450566	mycophenolate mofetil	Drug	PA29784	IL12A	Gene
PA450566	mycophenolate mofetil	Drug	PA29862	IMPDH1	Gene
PA450566	mycophenolate mofetil	Drug	PA29863	IMPDH2	Gene
PA450566	mycophenolate mofetil	Drug	PA30474	LTA	Gene
PA450566	mycophenolate mofetil	Drug	PA350	TGFB1	Gene
PA450566	mycophenolate mofetil	Drug	PA35844	SLCO1B3	Gene
PA450566	mycophenolate mofetil	Drug	PA361	UGT2B7	Gene
PA450566	mycophenolate mofetil	Drug	PA37183	UGT1A8	Gene
PA450566	mycophenolate mofetil	Drug	PA377	CES2	Gene
PA450566	mycophenolate mofetil	Drug	PA37856	LST1	Gene
PA450566	mycophenolate mofetil	Drug	PA419	UGT1A9	Gene
PA450566	mycophenolate mofetil	Drug	PA435	TNF	Gene
PA448486	arsenic trioxide	Drug	PA212	KCNH2	Gene
PA448486	arsenic trioxide	Drug	PA31198	MT1A	Gene
PA448486	arsenic trioxide	Drug	PA33439	PML	Gene
PA448486	arsenic trioxide	Drug	PA34225	RARA	Gene
PA450526	mitoxantrone	Drug	PA134915530	C10orf67	Gene
PA450526	mitoxantrone	Drug	PA134920089	GALNT14	Gene
PA450526	mitoxantrone	Drug	PA267	ABCB1	Gene
PA450526	mitoxantrone	Drug	PA30729	MECP2	Gene
PA451729	topotecan	Drug	PA267	ABCB1	Gene
PA451729	topotecan	Drug	PA27194	DDO	Gene
PA448948	chloroquine	Drug	PA28469	G6PD	Gene
PA449875	hexobarbital	Drug	PA124	CYP2C19	Gene
PA450774	pantoprazole	Drug	PA124	CYP2C19	Gene
PA450774	pantoprazole	Drug	PA130	CYP3A4	Gene
